widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text13,0,text,(Name previously reserved pursuant to 31 MRSA §1309.1),entity.name,high,"The previously-reserved limited partnership name being transferred. Mapped to entity.name to mirror LP_MLPA-1 (Application for Reservation of Name), where the reserved string is also entity.name. Downstream rubrics and filing.entities[0].name reference this key."
Text14,0,text,Name of original applicant,applicant.name,high,"Name of the original applicant (the transferor). Reuses applicant.name from LP_MLPA-1 — the original applicant is the same role that filed the reservation, now transferring it. Avoids inventing a parallel transferor.* prefix when the existing applicant.* family already fits."
Text15,0,text,Name of transferee,transferee.name,high,Name of the person or entity receiving the reserved name. Introduces a new transferee.* role prefix (parallel to applicant.*) for the receiving party.
Text16,0,text,Address of transferee,transferee.address,high,"Single combined-line address of the transferee. Mirrors applicant.address shape from LP_MLPA-1 (one widget, one combined string)."
Text17,0,text,DATED,filing.date_signed,high,Date the transferor signs the notice.
Text18,0,text,(type or print name and capacity),applicant.printed_name_and_capacity,high,"Printed name and capacity of the original applicant (transferor), who signs the notice. Shape D primitive (printed_name_and_capacity per 2026-04-30-filing-signer-shape.md) applied under the applicant.* role prefix instead of filing.signer.* — exactly mirrors LP_MLPA-1, since the same role (the original applicant) signs both the reservation and the transfer."
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1. Should match entity.name (the reserved string being transferred).
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2. Typically empty on a single-name transfer.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Cover-letter expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Cover-letter expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Cover-letter expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees (base $20 + any expedite premium).
Name of contact person,1,text,(Name of contact person),filing.contact.name,high,Cover-letter contact name.
Daytime telephone number,1,text,(Daytime telephone number),filing.contact.phone,high,Cover-letter contact phone.
Contact email address for this filing,1,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,"Annual-report reminder email. A name transfer does not create an entity, so this field is typically blank — included for cover-letter primitive completeness."
Name of attested copy recipient,1,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Cover-letter attested-copy recipient name.
Firm or Company,1,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Cover-letter attested-copy recipient firm.
Mailing Address,1,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Cover-letter attested-copy recipient street.
City State  Zip,1,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Cover-letter attested-copy recipient city/state/zip combined.
