widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
19b1,0,text,(Name of Corporation),entity.name,medium,"Primary entity-name field at top of the form. Mapped to entity.name following the dual-mode-form convention precedent set by CORP_CLKRA-3 (used for both domestic and foreign clerk changes; uses entity.name uniformly). For the Foreign Business path, this slot semantically holds the foreign home-jurisdiction name (would map to entity.home_jurisdiction_name on a single-mode foreign form). Synth/rubric must accept either interpretation; filing.entities[0].name on the cover letter is the universal handle."
Check Box4,0,checkbox,[ ] (Domestic Business) The domestication is abandoned after articles of charter surrender have been filed,abandonment.path,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0 (y=370.6); enum_select value 'domestic'.
Check Box5,0,checkbox,[ ] (Foreign Business) The domestication of this foreign business corporation in this State is abandoned,abandonment.path,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0 (y=417.9); enum_select value 'foreign'.
19b3,0,text,...but before the domestication has become effective on ___,abandonment.would_be_effective_date,high,Date the domestication would have become effective absent this abandonment. Required when abandonment.path='domestic'; optional/blank when abandonment.path='foreign'. Distinct from domestication.effective_date on CORP_MBCA-19A (which is the actual effective date of a completed surrender) — this captures the would-have-been date of an abandoned filing.
19b5,0,text,DATED,filing.date_signed,high,Date the abandonment statement is signed.
19b6,0,text,*By (signature of an officer or other duly authorized representative) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,"Combined name+capacity widget. Shape D (filing-signer-shape.md) — matches CORP_MBCA-19 / CORP_MBCA-19A / CORP_MBCA-11 / CORP_MBCA-21. The wet-ink (signature) line above has no AcroForm widget, consistent with the rest of the MBCA-19 family."
Name of entity,1,text,filing.entities[0].name,filing.entities[0].name,high,Mapped widget (live blank).
Name of entitys on the submitted filings 2,1,text,filing.entities[1].name,filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,checkbox,Hold attested copy for pick up,filing.expedited_service.hold_for_pickup,high,Mapped widget (live blank).
Check Box15,1,checkbox,24-hour expedited filing ($50),filing.expedited_service.expedite_24h,high,Mapped widget (live blank).
Check Box16,1,checkbox,Immediate expedited filing ($100),filing.expedited_service.immediate,high,Mapped widget (live blank).
Total fees enclosed,1,text,filing.total_fees_dollars,filing.total_fees_dollars,high,"Total fees ($35 base per page-0 'Filing Fee $35.00' header, plus expedite premium)."
Name of contact person,1,text,filing.contact.name,filing.contact.name,high,Cover-letter contact name.
Daytime telephone number,1,text,filing.contact.phone,filing.contact.phone,high,Cover-letter contact phone.
Contact email address for this filing,1,text,filing.contact.email,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,entity.annual_report_reminder_email,entity.annual_report_reminder_email,high,Annual-report reminder email (applies to the post-abandonment status — Maine domestic in the domestic-path case; not applicable in the foreign-path case).
Name of attested copy recipient,1,text,filing.attested_copy_recipient.name,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,filing.attested_copy_recipient.firm,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,filing.attested_copy_recipient.mailing_address.street,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,filing.attested_copy_recipient.mailing_address.city_state_zip,filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
