widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Limited Liability Partnership as it appears on the record of the Secretary of State),entity.name,high,Current legal name of the LLP as recorded with the SOS — subject of the restated certificate.
Text2,0,text,"FIRST: The name of the limited liability partnership has been changed to (if no change, so indicate)",amendment.new_entity_name,high,"New LLP name; per MLLP-9 convention 'no change' is the literal sentinel when the name is not being amended. Must contain 'Limited Liability Partnership', 'L.L.P.', or 'LLP' suffix per 31 MRSA §803-A when populated with a real name."
Text3,0,text,SECOND: The date of filing of the initial certificate of limited liability partnership was,entity.original_articles_filing_date,high,Date the original LLP certificate was filed with the SOS. Reuses the MBCA-11 key (originally documented for 'articles of incorporation' but the schema_gap note explicitly anticipates use on amendment-style filings; LLP 'certificate' terminology shares the underlying concept).
Text4,0,text,SECOND (continued): The name under which it was originally filed was:,entity.original_name,high,"LLP's name at the time of the original certificate filing (pre-restatement). Distinct from entity.name (current name) and amendment.new_entity_name (the post-restatement name, if changing)."
Check Box20,0,checkbox,THIRD: [ ] Commercial Registered Agent,registered_agent.type,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0; enum_select value 'commercial'.
Text5,0,text,THIRD: CRA Public Number:,registered_agent.cra_public_number,high,Maine SOS Commercial Registered Agent (CRA) public registration number.
Text6,0,text,(name of commercial registered agent),registered_agent.name,high,Name (commercial path). Filler convention: write registered_agent.name to whichever slot (Text6 or Text7) matches the selected registered_agent.type.
Check Box21,0,checkbox,THIRD: [ ] Noncommercial Registered Agent,registered_agent.type,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0; enum_select value 'noncommercial'.
Text7,0,text,(name of noncommercial registered agent),registered_agent.name,high,Name (noncommercial path).
Text8,0,text,"(physical location, not P.O. Box – street, city, state and zip code)",registered_agent.physical_address,high,Physical-location address of the registered agent (single combined widget; not split into street/city components).
Text9,0,text,(mailing address if different from above),registered_agent.mailing_address,high,Optional mailing address of the registered agent.
Text10,1,text,"FIFTH: The name and business, residence or mailing address of the contact partner is: Name",contact_partner.name,high,Name of the LLP's designated contact partner (same key family as MLLP-9).
Text11,1,text,FIFTH: ... Address,contact_partner.address,high,Address of the contact partner; single combined widget (no street/city split).
Text12,1,text,"SIXTH: Other provisions of this restated certificate, if any, that the partners determine to include are set forth in Exhibit ___ attached hereto and made a part hereof.",entity.additional_provisions_exhibit_letter,high,Single-letter exhibit reference for additional restated-certificate provisions. Reuses the MBCA-6/MLPA-6 key family (additional_provisions on a formation-style filing — the restated certificate is structurally a re-formation document).
Text13,1,text,Dated ___,filing.date_signed,high,Signing date of the restated certificate.
Text14,1,text,Partner(s)* — slot 1 — (signature) / (type or print name and capacity),partner_1.printed_name_and_capacity,high,Combined name+capacity for individual partner signer slot 1. New per-officer multi-slot pattern: partner_N.* mirrors MLPA-6's general_partner_N.* but uses 'partner' for LLP terminology (since LLPs do not have 'general partners' per 31 MRSA Ch 13). Wet-ink (signature) line has no AcroForm widget.
Text15,1,text,Partner(s)* — slot 2 — (signature) / (type or print name and capacity),partner_2.printed_name_and_capacity,high,Combined name+capacity for individual partner signer slot 2.
Text16,1,text,For Partner(s)* which are Entities — slot 1 — Name of Entity,partner_entity_1.name,high,Name of an entity-partner signer (slot 1). Parallel block to partner_N.* for cases where the partner is itself a corporation/LLC/LP rather than an individual.
Text17,1,text,For Partner(s)* which are Entities — slot 1 — By ___ (authorized signature) / (type or print name and capacity),partner_entity_1.signer_printed_name_and_capacity,high,Combined name+capacity of the natural person signing on behalf of entity-partner slot 1.
Text18,1,text,For Partner(s)* which are Entities — slot 2 — Name of Entity,partner_entity_2.name,high,Name of entity-partner slot 2.
Text19,1,text,For Partner(s)* which are Entities — slot 2 — By ___ (authorized signature) / (type or print name and capacity),partner_entity_2.signer_printed_name_and_capacity,high,Combined name+capacity of the natural person signing on behalf of entity-partner slot 2.
Name of entity,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
Name of entitys on the submitted filings 2,2,text,Name of entity(s) on the submitted filings [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,2,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,2,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,2,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($80 base per page-0 header plus expedite premium).
Name of contact person,2,text,(Name of contact person),filing.contact.name,high,Filing-contact name.
Daytime telephone number,2,text,(Daytime telephone number),filing.contact.phone,high,Filing-contact phone.
Contact email address for this filing,2,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,2,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email (distinct from filing.contact.email).
Name of attested copy recipient,2,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,2,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,2,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,2,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
