widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
1,0,text,(Name of Corporation),entity.name,high,Domestic nonprofit corporation name at top of page 0. Domestic — uses entity.name (not entity.home_jurisdiction_name).
Check Box4,0,checkbox,"FIRST: (""X"" one box only.): [ ] public benefit corporation",entity.nonprofit_type,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0 (y=322.9); enum_select value 'public_benefit'.
Check Box5,0,checkbox,"FIRST: (""X"" one box only.): [ ] mutual benefit corporation",entity.nonprofit_type,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0 (y=322.4); enum_select value 'mutual_benefit'.
4,0,text,SECOND: NATURE OF CHANGE / TEXT of amendment (line 1 — top),amendment.nature_and_text.line1,high,Top of the 15-line amendment text block. Per-line indexing follows sister NP_MNP-9's amendment.nature_and_text.line{N} convention (and MARK1's mark.text_words.line{N} precedent for inline multi-line widgets).
5,0,text,SECOND: amendment text (line 2),amendment.nature_and_text.line2,high,Second line.
6,0,text,SECOND: amendment text (line 3),amendment.nature_and_text.line3,high,Third line.
7,0,text,SECOND: amendment text (line 4),amendment.nature_and_text.line4,high,Fourth line.
8,0,text,SECOND: amendment text (line 5),amendment.nature_and_text.line5,high,Fifth line.
9,0,text,SECOND: amendment text (line 6),amendment.nature_and_text.line6,high,Sixth line.
10,0,text,SECOND: amendment text (line 7),amendment.nature_and_text.line7,high,Seventh line.
11,0,text,SECOND: amendment text (line 8),amendment.nature_and_text.line8,high,Eighth line.
12,0,text,SECOND: amendment text (line 9),amendment.nature_and_text.line9,high,Ninth line.
13,0,text,SECOND: amendment text (line 10),amendment.nature_and_text.line10,high,Tenth line.
14,0,text,SECOND: amendment text (line 11),amendment.nature_and_text.line11,high,Eleventh line.
15,0,text,SECOND: amendment text (line 12),amendment.nature_and_text.line12,high,Twelfth line.
16,0,text,SECOND: amendment text (line 13),amendment.nature_and_text.line13,high,Thirteenth line.
17,0,text,SECOND: amendment text (line 14),amendment.nature_and_text.line14,high,Fourteenth line.
18,0,text,SECOND: amendment text (line 15 — bottom),amendment.nature_and_text.line15,high,Bottom line. Form notes 'Attach additional pages as needed' for overflow.
19,1,text,THIRD: The amendment was adopted on (date),amendment.adoption_date,high,Date the amendment was adopted by members or board. Same canonical key as sister NP_MNP-9 and CORP_MBCA-9.
Check Box6,1,text,THIRD: [ ] By the members at a meeting at which a quorum was present and the amendment received at least a majority of the votes which members were entitled to cast.,amendment.adoption_method,high,Mutually-exclusive checkbox 1 of 4 in THIRD. Enum value 'member_majority_at_meeting'.
Check Box7,1,text,THIRD: [ ] (If the Articles require more than a majority vote.) By the members at a meeting at which a quorum was present and the amendment received at least the percentage of votes required by the Articles of Incorporation.,amendment.adoption_method,high,Mutually-exclusive checkbox 2 of 4 in THIRD. Enum value 'member_supermajority_at_meeting' — used when articles require more than a simple majority.
Check Box8,1,text,THIRD: [ ] By the written consent of all members entitled to vote with respect thereto.,amendment.adoption_method,high,Mutually-exclusive checkbox 3 of 4 in THIRD. Enum value 'member_written_consent'.
Check Box9,1,text,"THIRD: [ ] (If no members, or none entitled to vote thereon.) By majority vote of the board of directors.",amendment.adoption_method,high,Mutually-exclusive checkbox 4 of 4 in THIRD. Enum value 'board_of_directors_majority_vote' — same enum naming as sister NP_MNP-9 and NP_MNPCA-10.
