widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Corporation),entity.name,high,Domestic nonprofit corporation name at top of form.
Text2,0,text,"I, ___ (followed by 'President / Treasurer / Clerk or Secretary' circle-title labels)",filing.signer.printed_name,high,"Printed name of the officer signing the application. Shape B (name only — title is captured by the user circling 'President', 'Treasurer', or 'Clerk or Secretary' to the right of the widget; that title selection is not bound to a widget). The (signature) line further to the right is wet-ink only and has no widget."
Text3,0,text,ceased to carry on activities on (date) ___,entity.cessation_date,high,Date the corporation ceased to carry on activities — the predicate fact for the excuse under §1301.5. Inline date blank within the certification paragraph.
Text4,0,text,DATED ___,filing.date_signed,high,Date the application was signed (bottom-left).
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 — typically blank on a single-entity excuse filing.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($5 base per page-0 header).
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,"Annual-report reminder email — note: an *excused* corporation should not receive annual-report reminders, but the cover letter still captures this field as a generic SOS cover-letter primitive."
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
