widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Corporation Prior to Conversion),entity.name,high,Pre-conversion corporate name; matches 13-C MRSA usage of entity.name across other corporate forms.
Text2,0,text,FIRST: The name of the corporation is changed as follows (the same must satisfy the organic law of the surviving entity),conversion.new_entity.name,high,"Post-conversion entity name. Must comply with the surviving entity's organic-law naming requirements (e.g., LLC suffix per 31 MRSA §1508)."
Text3,0,text,SECOND: The type of unincorporated entity that the surviving entity will be,conversion.new_entity.type,high,"Free-text type of the surviving entity (e.g., 'Limited Liability Company', 'Limited Partnership'). The form's MLLC-6/MLPA-6 attachment hint enumerates the typical destinations."
Text4,0,text,"FOURTH: If the surviving entity is a filing entity, attached is Exhibit ___ which contains all the provisions required to be set forth in its public organic document...",conversion.new_entity_provisions_exhibit_letter,high,Inline exhibit letter for the new entity's required public-organic-document provisions.
Text5,0,text,FIFTH: The effective date of the articles of entity conversion (if other than the date of filing) is,conversion.future_effective_date,high,"Optional future effective date; if blank, filing date applies. Same shape as merger.future_effective_date on MBCA-10."
Text6,0,text,DATED ___,filing.date_signed,high,Date of signature.
Text7,0,text,*By ___ (signature of an officer or other duly authorized representative) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,Combined name+capacity widget. Shape D (matches MBCA-11 / MLLC-12 / MBCA-12). Form footnote allows 'an officer or other duly authorized representative' per 13-C MRSA §955.1.
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 (likely populated with the bundled MLLC-6 / MLPA-6 entity).
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,'24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees.
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Annual-report reminder email (applies to surviving entity post-conversion).
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
