widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of the Maine Limited Liability Company),entity.name,high,Entity-name blank at the top of the body. Domestic-Maine filing — uses entity.name (not entity.home_jurisdiction_name).
Text2,0,text,DATED ___,filing.date_signed,high,Date of signature in the bottom signature block.
Text3,0,text,*By ___ (type or print name and capacity),filing.signer.printed_name_and_capacity,high,"Signer printed-name-and-capacity widget. Shape D (matches MLLC-12, MBCA-11) — capacity rather than title because LLC signatures under 31 MRSA may be by 'authorized person' which isn't a corporate title."
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day' ($50 additional).
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day' ($100 additional).
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total enclosed fees.
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Persistent annual-report reminder email (distinct from per-filing contact email).
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined (single widget on the form).
