widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,FIRST: Constituent Organizations that are Parties to the Merger — row 1 (Name | Form of Organization | Jurisdiction | Date of Organization),merger.parties[0].recital,high,Single combined recital widget for party 1 — form has a 4-column header (Name | Form of Organization | Jurisdiction | Date of Organization) but only one wide underlined blank per row spanning the full content width. Same recital pattern as CORP_MBCA-10 and LP_MLPA-10.
Text2,0,text,FIRST: Constituent Organizations — row 2,merger.parties[1].recital,high,Party 2 recital.
Text3,0,text,FIRST: Constituent Organizations — row 3,merger.parties[2].recital,high,Party 3 recital.
Text4,0,text,FIRST: Constituent Organizations — row 4,merger.parties[3].recital,high,Party 4 recital. Form has 4 inline rows; >4 parties go on the additional-constituents exhibit (Check Box10 + Text5).
Check Box10,0,text,"FIRST: Name, form, jurisdiction and date of organization of additional limited liability companies or other constituent organizations are attached as Exhibit ___, and made a part hereof.",merger.additional_parties_attached,high,Boolean opt-in for additional-parties exhibit. Same key as CORP_MBCA-10 / LP_MLPA-10.
Text5,0,text,FIRST: …attached as Exhibit ___,merger.additional_parties_exhibit_letter,high,Inline exhibit letter for additional parties.
Text6,0,text,SECOND: Surviving Organization — Name of surviving organization,merger.surviving_entity.name,high,Name of the entity surviving the merger. Same key as LP_MLPA-10 (which also splits SECOND into separate widgets).
Text7,0,text,SECOND: Form of surviving organization,merger.surviving_entity.form,high,"Legal form of the surviving entity (e.g., Limited Liability Company, Business Corporation)."
Text8,0,text,SECOND: Jurisdiction of governing statute,merger.surviving_entity.jurisdiction,high,Jurisdiction of the surviving entity's governing statute.
Text9,0,text,SECOND: Date of its organization,merger.surviving_entity.date_of_organization,high,"Date the surviving entity was originally organized in its jurisdiction. Note: when merger.third_election='created_by_merger', this date should equal the merger effective date (the survivor is the new entity)."
Text13,0,text,SECOND: Address of its principal office,merger.surviving_entity.principal_office.physical_address,high,Principal office address of the surviving entity. Single-line widget. Same shape as CORP_MBCA-10 / LP_MLPA-10's principal_office.physical_address.
Check Box11,0,checkbox,THIRD: (Check only one box) The surviving organization is created by this merger. The organizational document that creates this surviving organization is attached.,merger.third_election,high,"THIRD option 1: 'created_by_merger' (mutually exclusive with option 2). When selected, the survivor's organizational document must be attached — no widget binds the attachment fact."
Check Box12,0,checkbox,THIRD: The surviving organization existed before the merger. (Check only one box below),merger.third_election,high,"THIRD option 2: 'preexisted'. When selected, requires merger.third_subelection."
Check Box14,0,text,THIRD option 2 sub-option: Amendments provided for in the plan of merger to the organizational document that created the surviving organization are attached.,merger.third_subelection,high,"THIRD-option-2 sub-option a: 'amendments_attached'. Only meaningful when merger.third_election='preexisted'. Parallel to LP_MLPA-10's merger.fifth_subelection (same enum, different paragraph number on the LLC form)."
Check Box15,0,text,THIRD option 2 sub-option: The organizational documents remain unchanged.,merger.third_subelection,high,THIRD-option-2 sub-option b: 'organizational_docs_unchanged'.
Text16,1,text,FOURTH: Date the merger is effective under the governing statute of the surviving organization,merger.effective_date,high,Effective date of the merger under the surviving organization's governing statute. Same key as LP_MLPA-10.
Text17,1,text,SIXTH (Foreign Surviving Organization Only): The surviving foreign organization acknowledges it may be served with process in this State by certified mail and that the address of its principal office for the purpose of §1644.2 is — line 1 (physical),merger.foreign_survivor.service_of_process_physical_address,high,Physical address for service of process when the survivor is a foreign organization (§1644.2 SOS-as-agent appointment). Same key family as LP_MLPA-10.
Text18,1,text,SIXTH (Foreign Surviving Organization Only): — line 2 (mailing),merger.foreign_survivor.service_of_process_mailing_address,high,Mailing address for service of process for a foreign survivor. Same key family as CORP_MBCA-10 / LP_MLPA-10.
Text19,1,text,"SEVENTH: Additional information required by the governing statute of any constituent organization is set forth in the attached Exhibit ___, and made a part hereof.",merger.additional_info_exhibit_letter,high,Exhibit letter for additional information required by any constituent's governing statute. Same key as LP_MLPA-10.
Text24,1,text,Must Be Completed By the First Constituent Organization to the Merger — (Name and form of participating constituent organization),merger.parties[0].signature_block.name_and_type,high,"Party 1 signature-block head: combined name + form/type. Top-left widget of the first sig block on page 1 (y≈462, x=33-410). Note: AcroForm widget names are non-monotonic on page 1 — same scrambled-naming pattern as LP_MLPA-10."
Text20,1,text,First Constituent: (Date),merger.parties[0].signature_block.date_signed,high,"Date signed by party 1. Top-right widget of first sig block (y≈462, x=432-576)."
Text21,1,text,First Constituent: (Type or print name and capacity) — signer 1,merger.parties[0].signature_block.signer_1.printed_name_and_capacity,high,Party 1 first authorized signer (printed name + capacity). The (*Authorized signature) line is wet-ink only with no AcroForm widget.
Text22,1,text,First Constituent: (Type or print name and capacity) — signer 2,merger.parties[0].signature_block.signer_2.printed_name_and_capacity,high,Party 1 second authorized signer. Two signer slots per party because some entity types' authorization rules require multiple signers; statute requires only one.
Text23,1,text,Must Be Completed By the Second Constituent Organization to the Merger — (Name and form of participating constituent organization),merger.parties[1].signature_block.name_and_type,high,"Party 2 signature-block head. Top-left widget of second sig block (y≈295, x=34-410). Drafter swapped Text23/Text24 — reviewer corrected based on y-coordinate ordering."
Text25,1,text,Second Constituent: (Date),merger.parties[1].signature_block.date_signed,high,Date signed by party 2.
Text26,1,text,Second Constituent: (Type or print name and capacity) — signer 1,merger.parties[1].signature_block.signer_1.printed_name_and_capacity,high,Party 2 first signer.
Text27,1,text,Second Constituent: (Type or print name and capacity) — signer 2,merger.parties[1].signature_block.signer_2.printed_name_and_capacity,high,Party 2 second signer.
Text28,1,text,Must Be Completed By the Third Constituent Organization to the Merger — (Name and form of participating constituent organization),merger.parties[2].signature_block.name_and_type,high,Party 3 signature-block head.
Text29,1,text,Third Constituent: (Date),merger.parties[2].signature_block.date_signed,high,Date signed by party 3.
Text30,1,text,Third Constituent: (Type or print name and capacity) — signer 1,merger.parties[2].signature_block.signer_1.printed_name_and_capacity,high,Party 3 first signer.
Text31,1,text,Third Constituent: (Type or print name and capacity) — signer 2,merger.parties[2].signature_block.signer_2.printed_name_and_capacity,high,Party 3 second signer.
Text32,2,text,Must Be Completed By the Fourth Constituent Organization to the Merger — (Name and form of participating constituent organization),merger.parties[3].signature_block.name_and_type,high,Party 4 signature-block head.
Text33,2,text,Fourth Constituent: (Date),merger.parties[3].signature_block.date_signed,high,Date signed by party 4.
Text34,2,text,Fourth Constituent: (Type or print name and capacity) — signer 1,merger.parties[3].signature_block.signer_1.printed_name_and_capacity,high,Party 4 first signer.
Text35,2,text,Fourth Constituent: (Type or print name and capacity) — signer 2,merger.parties[3].signature_block.signer_2.printed_name_and_capacity,high,"Party 4 second signer. Page 2 inline note: 'Copy this page, and modify participant number, if more signature spaces are needed' — >4 parties use copied overflow pages."
Name of entitys on the submitted filings 1,3,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 entity name.
Name of entitys on the submitted filings 2,3,text,Name of entity(s) on the submitted filings [2],filing.entities[1].name,high,Cover-letter row 2 (merger filings often involve multiple entities — both slots may be populated).
Total fees enclosed,3,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees enclosed ($150 base per page-0 header).
Name of contact person,3,text,(Name of contact person),filing.contact.name,high,Contact name.
Daytime telephone number,3,text,(Daytime telephone number),filing.contact.phone,high,Contact phone.
Contact email address for this filing,3,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,3,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email (applies to surviving entity post-merger).
Name of attested copy recipient,3,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,3,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,3,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,3,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
hold,3,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
24,3,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
imm,3,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
