widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
19aOne,0,text,(Name of Corporation),entity.home_jurisdiction_name,high,"Page-0 heading reads 'FOREIGN NONPROFIT CORPORATION' — the entity is a foreign nonprofit. Per 2026-04-30-entity-name-vs-home-jurisdiction.md, foreign-form name fields use entity.home_jurisdiction_name (the corp's name in its home jurisdiction) rather than entity.name (Maine-record name). This is the same convention used by CORP_FICT-4 / LLC_MLLC-12 / CORP_HO-E911 / NP_MNPCA-2."
19aTwo,0,text,DATED ____,filing.date_signed,high,"Date the statement of abandonment is signed (per SECOND, takes effect upon filing)."
19aThree,0,text,*By ____ (signature of an officer or other duly authorized representative) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,"Combined printed-name-and-capacity widget. Shape D per 2026-04-30-filing-signer-shape.md (matches MBCA-11, MBCA-12, MLLC-12, MBCA-19A). The *By signature line above this widget is decorative — not bound to an AcroForm widget; the actual signature is applied post-print."
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($35 base per page-0 header plus expedite premium).
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,"Annual-report reminder email. Note: post-abandonment, the foreign nonprofit's domestication does not take effect — annual-report obligations to Maine likewise do not arise; the cover-letter widget remains a generic SOS form field."
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
