widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
1,0,text,(A ___ Corporation) — first participating corp name (top recital),consolidation.parties[0].name,high,"Wide name field (rect y=667-679, width 254pt) — name of the first participating corporation in the recital triad."
2,0,text,(A ___ Corporation) — first participating corp descriptor,consolidation.parties[0].descriptor,high,"Narrow descriptor/type field (y=656-663, width 122pt) directly under field 1 — fills the '(A ___ Corporation)' adjective slot, e.g., 'Maine non-profit', 'Delaware non-profit'."
3,0,text,(A ___ Corporation) — second participating corp name,consolidation.parties[1].name,high,"Wide name field (y=620-633, width 252pt) — name of the second participating corporation."
4,0,text,(A ___ Corporation) — second participating corp descriptor,consolidation.parties[1].descriptor,high,"Narrow descriptor field (y=609-616, width 122pt) under field 3 — second corp's adjective slot."
5,0,text,(A ___ Corporation) FORMING — new consolidated corp name,consolidation.new_entity.name,high,"Wide name field (y=555-571, width 255pt) under the 'FORMING' label — name of the NEW corporation being formed by the consolidation."
6,0,text,(A ___ Corporation) FORMING — new corp descriptor,consolidation.new_entity.descriptor,high,"Narrow descriptor field (y=544-552, width 120pt) under field 5 — adjective slot for the new corporation."
7,0,text,"FIRST: The laws of the State(s) of ___, under which the foreign corporation(s) is (are) organized, permit said corporation(s) and the domestic corporation(s) to consolidate.",consolidation.foreign_jurisdictions,high,FIRST clause inline blank (y=463) — state(s) of organization for the foreign participating corporation(s).
8,0,text,(A ___ Corporation) FORMING — new consolidated corp name,consolidation.new_entity.name,high,SECOND clause re-states the new entity name (y=403). Same canonical key as field 5 — multiple widgets bind to the same value (filler populates both).
9,0,text,SECOND: ...and it is to be governed by the laws of the State of ___,consolidation.new_entity.governing_law_state,high,SECOND clause governing-law state (y=391) — the state whose laws will govern the new consolidated corporation.
10,0,text,SECOND: ...the address to which the Secretary of State shall mail a copy of any process in such proceeding is ___,consolidation.new_entity.service_address,high,SECOND clause service-of-process address (y=330) — used when the new corp is governed by laws other than Maine.
11,0,text,THIRD: The plan of consolidation is set forth in Exhibit ___ attached hereto and made a part hereof.,consolidation.plan_exhibit_letter,high,"Tiny inline single-letter exhibit blank (y=296, width ~19pt) — letter of the exhibit containing the plan of consolidation."
12,0,text,(A ___ Corporation) — first participating corp name (top recital),consolidation.parties[0].name,high,"FOURTH header re-states the domestic participating corp name (y=235, wide). Binds to the same canonical key as field 1 (parties[0].name) — FOURTH adoption-manner block applies per-party. Form layout supports only one FOURTH block inline; additional domestic parties go on attached exhibits."
Check Box8,0,checkbox,FOURTH option 1: [ ] By the members at a meeting on (date) ___ at which a quorum was present and such plan received at least a majority of the votes which members were entitled to cast.,consolidation.parties[0].adoption_method,high,"Mutually-exclusive enum value 'majority_member_vote'. Paired with date widget field 14 by y-proximity (Check Box8 y=206, field 14 y=211 — same row)."
Check Box9,0,checkbox,FOURTH option 1: [ ] By the members at a meeting on (date) ___ at which a quorum was present and such plan received at least a majority of the votes which members were entitled to cast.,consolidation.parties[0].adoption_method,high,Mutually-exclusive enum value 'supermajority_member_vote'. Paired with date widget field 16 (y=170 vs y=161 — same row).
Check Box11,0,checkbox,FOURTH option 1: [ ] By the members at a meeting on (date) ___ at which a quorum was present and such plan received at least a majority of the votes which members were entitled to cast.,consolidation.parties[0].adoption_method,high,Mutually-exclusive enum value 'written_consent_of_members'. Paired with date widget field 18 (y=122 vs y=115 — same row).
Check Box13,0,checkbox,FOURTH option 1: [ ] By the members at a meeting on (date) ___ at which a quorum was present and such plan received at least a majority of the votes which members were entitled to cast.,consolidation.parties[0].adoption_method,high,Mutually-exclusive enum value 'board_of_directors_majority_vote' (used when there are no voting members). Paired with date widget field 20 (y=84 vs y=78 — same row).
14,0,text,FOURTH option 1 date: ...at a meeting on (date) ___,consolidation.parties[0].adoption_date,high,"Adoption date for option 1 (majority_member_vote). y=211, paired with Check Box8 (y=206). Same canonical key as fields 16/18/20 — only the widget matching the selected adoption_method is filled."
16,0,text,FOURTH option 1 date: ...at a meeting on (date) ___,consolidation.parties[0].adoption_date,high,"Adoption date for option 2 (supermajority_member_vote). y=161, paired with Check Box9 (y=170). Note: option 2 ALSO requires a percentage value, but the percentage blank ('the percentage of votes ___ of the members') is missing from the AcroForm — see open_questions."
18,0,text,FOURTH option 1 date: ...at a meeting on (date) ___,consolidation.parties[0].adoption_date,high,"Adoption date for option 3 (written_consent_of_members). y=115, paired with Check Box11 (y=122). Resolved per visual review of page-00.png: this widget is on the same line as Check Box11, not the option-2 percentage blank (which is missing from AcroForm)."
