widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Limited Liability Partnership in Jurisdiction of Organization),entity.home_jurisdiction_name,high,LLP's legal name in its home (foreign) jurisdiction. Same key family as MLLC-12 / FICT-4 (foreign-entity-name convention).
Text2,0,text,FIRST: The proposed limited liability partnership name* to be used in this State:,entity.maine_assumed_name_for_suffix,high,Alternate name used in Maine when the home-jurisdiction name lacks an LLP suffix per 31 MRSA §803-A. Same key as MLLC-12.
Text3,0,text,SECOND: ...the fictitious name under which it proposes to apply for authority to do business in the State of Maine is,entity.maine_fictitious_name,high,Fictitious Maine name when the home name is unavailable. Same key as MLLC-12 / FICT-4.
Text4,0,text,FOURTH: Date of organization,entity.formation_date_in_home_jurisdiction,high,Date the LLP was organized in its home jurisdiction. Same key as MLLC-12.
Text5,0,text,FOURTH: Jurisdiction of organization,entity.home_jurisdiction,high,Home state or country where the LLP was organized. Same key as MLLC-12.
Text6,0,text,"FOURTH: Address of the registered or principal office, wherever located, is: (physical location - street (not P.O. Box), city, state and zip code)",entity.principal_office.physical_address,high,Single-line physical address of the principal office (may be outside Maine; not P.O. Box). Same key as MLLC-12.
Text7,0,text,FOURTH: (mailing address if different from above),entity.principal_office.mailing_address,high,Optional principal-office mailing address. Same key as MLLC-12.
Check Box23,0,checkbox,[ ] Form FICT-4 accompanies this application.,filing.fict4_accompanies,high,Boolean opt-in indicating Form FICT-4 (fictitious-name registration) is bundled with this application. Same key as MLLC-12 / LP_MLPA-12A.
Text8,1,text,FIFTH: ...The nature of the business or purposes to be conducted or promoted in the State of Maine is,entity.maine_business_purpose,high,Free-text description of activities to be conducted in Maine. Same key as MLLC-12 (analogous FIFTH paragraph).
Text9,1,text,SIXTH: CRA Public Number:,registered_agent.cra_public_number,high,Right-aligned narrow blank on the Commercial Registered Agent row.
Text10,1,text,SIXTH: (name of commercial registered agent),registered_agent.name,high,Commercial-RA name (populated when registered_agent.type='commercial').
Text11,1,text,SIXTH: (name of commercial registered agent),registered_agent.name,high,Noncommercial-RA name (populated when registered_agent.type='noncommercial').
Text12,1,text,"SIXTH: (physical location, not P.O. Box – street, city, state and zip code)",registered_agent.physical_address,high,Maine physical address of the registered agent (not P.O. Box).
Text13,1,text,SIXTH: (mailing address if different from above),registered_agent.mailing_address,high,Optional mailing address for the registered agent.
