widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
21cOne,0,text,(Name of Corporation),entity.name,high,Top-of-form domestic business-corporation name (the corporation that previously filed the now-being-abandoned entity conversion or charter surrender). Domestic Maine filing — uses entity.name (not entity.home_jurisdiction_name).
21cTwo,0,text,FIRST: ...before the entity conversion has become effective on ___,conversion.future_effective_date,high,Future effective date set on the original Articles of Entity Conversion (MBCA-21) or Articles of Charter Surrender (MBCA-20A). Same key as MBCA-20 / MBCA-20B / MBCA-21 / MBCA-20A conversion.future_effective_date — reused per MBCA-20B precedent rather than coining a new conversion.scheduled_effective_date. The §958 rule is that abandonment must be filed BEFORE this date.
21cThree,0,text,DATED ___,filing.date_signed,high,Date the abandonment statement is signed.
21cFour,0,text,(type or print name and capacity),filing.signer.printed_name_and_capacity,high,Combined printed-name-and-capacity widget for the corporate signer (Shape D — name+capacity in one widget). The page-0 footnote requires an officer or other duly authorized representative; capacity is captured inline.
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2. Field-id has typo 'entitys' (no apostrophe) preserved upstream.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite enum value 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite enum value '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite enum value 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($35 base plus expedite premium).
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined. Field-id has double-space ('City State  Zip') preserved upstream.
