widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Limited Partnership Allowing Indistinguishable Name),entity.name,high,Top-of-form: the consenting LP's Maine-registered name (domestic-entity convention).
Text2,0,text,FIRST: ...consents to the use of the following indistinguishable name,name_consent.indistinguishable_name,high,The specific name being granted for use by the requestor. Same key as MLLC-15 (form-symmetric across LLC/LP variants of the same SOS template).
Text3,0,text,to ___ (requestor of indistinguishable name),name_consent.requestor.name,high,Name of the entity receiving the right to use the indistinguishable name.
Text4,0,text,THIRD: The entity in possession of the name must change its name to,name_consent.replacement_name,high,New (distinguishable) name the consenting LP undertakes to adopt. Form-scoped under name_consent.* (parallel to MLLC-15). Synth copies this into the bundled name-change form (typically LP_MLPA-9) at fill time. Must include a valid LP suffix per §1308.
Text5,0,text,Dated,filing.date_signed,high,Signature-row date on left at y=271.
Text6,0,text,**By ___ (signature of a general partner) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,"Shape D — combined name+capacity at y=234, right side. Capacity is constrained by footnote ** to 'a general partner listed in the certificate' (31 MRSA §1324.1.J). The signature line itself has no AcroForm widget (wet-ink only). Single-signer (not multi-signer) — distinct from MLLC-15 which has two parallel slots."
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 (commonly used when the bundled name-change form is also listed).
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier = 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier = '24h_next_business_day' ($50/entity).
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier = 'immediate_same_day' ($100/entity).
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Base fee $35 (per page-0 header) plus expedite premium and any fee from the bundled name-change form.
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Filing-question contact.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Daytime phone for contact.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Per-filing contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Persistent recurring-reminder email tied to the entity (post-name-change).
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient of the attested copy.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm/company.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street/PO box.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
