widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
21,0,text,A. CHARTER NUMBER (if known),mark.charter_number,high,Maine SOS-issued registration number for the original mark. Optional ('if known') because the SOS can look it up by name.
22,0,text,"B.1: TEXT - list word(s) protected in the original registration, if any (line 1)",mark.text_words.line1,high,"First line of the original mark's text — same key as MARK_mark1, but here it RECITES the original (no amendments permitted)."
23,0,text,B.1: TEXT (line 2),mark.text_words.line2,high,Second line of the original mark's text.
24,0,text,"B.2: FEATURES - describe in detail the design protected in the original registration, if any (line 1)",mark.design_features.line1,high,First line of the original design-features description.
25,0,text,B.2: FEATURES (line 2),mark.design_features.line2,high,Second line of the original design-features description.
26,0,text,C. TYPE OF MARK:,mark.type,high,"Free-text type-of-mark (e.g., 'Trademark', 'Service Mark', 'Collective Mark'). Distinct from MARK_mark1's combined mark.type_and_class_number because this renewal form splits TYPE (here) and CLASS (D, indexed list of changes) into separate widgets."
Check Box4,0,text,C: The type of mark indicated represents an amendment from that appearing on the original registration — yes,mark.type_amended,high,Mutually-exclusive boolean: 'yes' (true). Distinct from FEATURES/TEXT amendments which are not permitted on renewal.
Check Box6,0,text,C: ...amendment from that appearing on the original registration — no,mark.type_amended,high,Mutually-exclusive boolean: 'no' (false).
29,0,text,D. CLASS NUMBER:,mark.class_changes[0].class_number,high,"First class-change row's class number. The form states 'Complete this section ONLY if you are adding new classes or deleting old classes' and 'Complete for each class affected' — implying multiple class changes, but the AcroForm widgets only support 1 inline row; further rows go on attached pages (mark.additional_pages_attached)."
Check Box7,0,text,D: For each NEW class added,mark.class_changes[0].action,high,Mutually-exclusive enum: 'added'.
Check Box8,0,text,D: ...or Deleted,mark.class_changes[0].action,high,Mutually-exclusive enum: 'deleted'.
212,0,text,D: DESCRIBE goods manufactured or sold and/or the service that is provided (line 1),mark.class_changes[0].description.line1,high,First line of the class-change goods/services description.
213,0,text,D: DESCRIBE goods/services (line 2),mark.class_changes[0].description.line2,high,Second line of the class-change goods/services description.
214,1,text,DESCRIBE manner in which mark is applied to the goods or used to promote their sale and/or the manner in which the mark is used in connection with the service (line 1),mark.usage_description.line1,high,First line of usage description — same key family as MARK_mark1.
215,1,text,DESCRIBE manner of use (line 2),mark.usage_description.line2,high,Second line of usage description.
Check Box9,1,text,"[ ] Attach additional pages, if necessary.",mark.additional_pages_attached,high,"Boolean opt-in for any of the multi-line fields' overflow (text/features recital, class changes, usage)."
217,1,text,"E. I, ___ (Print/Type Name and Capacity), believe",mark.signer.printed_name_and_capacity,high,Signer printed name and capacity. Same key as MARK_mark1 — note this is mark.signer.* (not filing.signer.*) because the trademark statute (10 MRSA) defines its own signer-identity primitive separate from entity-formation forms.
218,1,text,"E: ___ ('Myself', Firm, Association or Corporate Name)",mark.applicant.entity_name,high,"Mark owner's identity ('Myself' for an individual; firm/association/corporate name for an entity). Lives under mark.applicant.* (not entity.*) because trademark applicants may be individuals, unions, or associations not represented in entity.* — see schema-gaps/2026-04-30-phase2-summary.md."
219,1,text,"E: ___ (Mailing Address, City, State and Zip Code)",mark.applicant.mailing_address,high,"Mark owner's mailing address, single combined widget (street + city + state + zip in one blank). Same key as MARK_mark1."
Check Box10,1,text,F: Applicant is a (an): [ ] individual,mark.applicant.entity_type,high,Mutually-exclusive 'individual'.
Check Box11,1,text,F: [ ] general partnership,mark.applicant.entity_type,high,Mutually-exclusive 'general_partnership'.
Check Box12,1,text,F: [ ] limited partnership,mark.applicant.entity_type,high,Mutually-exclusive 'limited_partnership'.
,1,text,"F: [ ] corporation (rect at y≈422, x≈462)",mark.applicant.entity_type,medium,"Mutually-exclusive 'corporation'. Widget is unnamed in the AcroForm; bound by rect (page 1, y≈422-439, x≈462-480)."
,1,text,"F: [ ] association (rect at y≈398, x≈68)",mark.applicant.entity_type,medium,"Mutually-exclusive 'association'. Widget is unnamed in the AcroForm; bound by rect (page 1, y≈398-414, x≈68-85)."
Check Box17,1,text,F: [ ] union,mark.applicant.entity_type,high,Mutually-exclusive 'union'.
Check Box18,1,text,F: [ ] other ___ (Explain),mark.applicant.entity_type,high,Mutually-exclusive 'other' (requires mark.applicant.entity_type_other_explanation).
227,1,text,F: other ___ (Explain),mark.applicant.entity_type_other_explanation,high,Free-text explanation when entity_type='other'.
228,1,text,"F: If a corporation, limited liability company or limited liability partnership, the jurisdiction (state) of incorporation/organization is",mark.applicant.jurisdiction_of_organization,high,Home jurisdiction; required when entity_type implies a registered entity.
229,1,text,F: ...and the date of incorporation/organization in its jurisdiction is,mark.applicant.date_of_organization,high,Date applicant entity was incorporated/organized in its home jurisdiction.
230,1,text,G. Date of this application,filing.date_signed,high,Date of the renewal application — universal filing.date_signed (matches MARK_mark1's mapping for the same field).
Name of entity,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,2,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,2,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
,2,text,24-hour expedited filing (rect at y≈607),filing.expedited_service,medium,"Expedite tier '24h_next_business_day'. Widget is unnamed in the AcroForm; bound by rect (page 2, y≈607-628, x≈68-90). Equivalent to Check Box15 on most other forms."
,2,text,Immediate expedited filing (rect at y≈585),filing.expedited_service,medium,"Expedite tier 'immediate_same_day'. Widget is unnamed in the AcroForm; bound by rect (page 2, y≈585-606, x≈68-90). Equivalent to Check Box16 on most other forms."
Total fees enclosed,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,"Total fees ($60 base + $10 per affected class per page-0 fee header, plus expedite premium)."
Name of contact person,2,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,2,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,2,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,2,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,medium,"Annual-report reminder email — note: trademark registrations don't have annual reports, but the cover letter is shared across SOS divisions. Same caveat as MARK_mark1."
Name of attested copy recipient,2,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,2,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,2,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,2,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
