widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Limited Partnership in Jurisdiction of Organization),entity.home_jurisdiction_name,high,Foreign LP's current name in its home jurisdiction (the Maine record being amended).
Text2,0,text,FIRST: Date of organization,entity.formation_date_in_home_jurisdiction,high,Date the LP was originally organized in its home jurisdiction.
Text3,0,text,Jurisdiction of organization,entity.home_jurisdiction,high,State/country of original organization.
Text4,0,text,Date authorized to transact business in this State,entity.maine_authorization_date,high,Date the LP was originally authorized in Maine — anchor for amendment validity.
Text5,0,text,SECOND: The name* of the limited partnership in its jurisdiction of organization has been changed to,entity.home_jurisdiction_name_new,high,New legal name in home jurisdiction (amendment-specific). entity.home_jurisdiction_name remains the prior name; this is the post-change value.
Text6,0,text,THIRD: …the fictitious name under which it proposes to apply for authority to do business in the State of Maine is,entity.maine_fictitious_name,high,Fictitious name for Maine use when the real name is unavailable; same key as the FICT-4 form.
Check Box7,0,checkbox,Form FICT-4 accompanies this application,filing.fict4_accompanies,high,Boolean indicating FICT-4 is bundled with the amendment.
Text14,0,text,FOURTH: Name (new GP row 1),new_general_partner_1.name,high,Name of newly-admitted GP 1. Note: PDF skips Text8–13 in its widget naming.
Text15,0,text,FOURTH: Address (new GP row 1),new_general_partner_1.address,high,Address of newly-admitted GP 1.
Text16,0,text,FOURTH: Name (new GP row 2),new_general_partner_2.name,high,Name of newly-admitted GP 2.
Text17,0,text,FOURTH: Address (new GP row 2),new_general_partner_2.address,high,Address of newly-admitted GP 2.
Text18,0,text,FOURTH: Name (new GP row 3),new_general_partner_3.name,high,Name of newly-admitted GP 3.
Text19,0,text,FOURTH: Address (new GP row 3),new_general_partner_3.address,high,Address of newly-admitted GP 3.
Check Box20,0,checkbox,Names and addresses of additional new general partners are attached as Exhibit ___,new_general_partner.additional_attached,high,Boolean opt-in for additional new-GP exhibit.
Text21,0,text,Exhibit ___ (additional new GPs),new_general_partner.additional_exhibit_letter,high,Exhibit letter for additional new GPs.
Text22,1,text,FIFTH: Name (dissociated GP row 1),dissociated_general_partner_1.name,high,Name of dissociated GP 1.
Text23,1,text,FIFTH: Address (dissociated GP row 1),dissociated_general_partner_1.address,high,Last-known address of dissociated GP 1.
Text24,1,text,FIFTH: Name (dissociated GP row 2),dissociated_general_partner_2.name,high,Name of dissociated GP 2.
Text25,1,text,FIFTH: Address (dissociated GP row 2),dissociated_general_partner_2.address,high,Address of dissociated GP 2.
Text26,1,text,FIFTH: Name (dissociated GP row 3),dissociated_general_partner_3.name,high,Name of dissociated GP 3.
Text27,1,text,FIFTH: Address (dissociated GP row 3),dissociated_general_partner_3.address,high,Address of dissociated GP 3.
Check Box28,1,checkbox,Names of additional dissociated persons as general partners are attached hereto as Exhibit ___,dissociated_general_partner.additional_attached,high,Boolean opt-in for additional dissociated-GP exhibit.
Text29,1,text,Exhibit ___ (additional dissociated GPs),dissociated_general_partner.additional_exhibit_letter,high,Exhibit letter for additional dissociated GPs.
