widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,FIRST: The name of the corporation is,entity.name,high,Primary corporation name field at top of Articles.
Check Box18,0,checkbox,SECOND: 'X' only if applicable — This is a professional corporation formed pursuant to 13 MRSA Chapter 22-A,entity.is_professional_corporation,high,Boolean elect-in for professional-corporation status.
Text2,0,text,(type of professional services),entity.professional_services_description,high,Free-text description used only when professional-corporation checkbox is set.
Check Box17,0,checkbox,THIRD: 'X' only if applicable — This is a close corporation formed pursuant to 13-C MRSA §1803,entity.is_close_corporation,high,Boolean elect-in for close-corporation status.
Text16,0,text,FOURTH: Commercial Clerk — CRA Public Number,clerk.cra_public_number,high,Right-aligned narrow field on Commercial Clerk line.
Text3,0,text,(name of commercial clerk),clerk.name,high,Full-width name line; same logical concept regardless of commercial vs noncommercial selection.
Text4,0,text,(name of clerk) [under Noncommercial Clerk option],clerk.name,medium,Form has separate name line for noncommercial clerk; both populate the same canonical key (filer uses one row based on type).
Text5,0,text,"(physical location, not P.O. Box - street, city, state and zip code)",clerk.physical_address,high,Single-line concatenated address; not split into street/city/state/zip on this form.
Text6,0,text,(mailing address if different from above),clerk.mailing_address,high,Optional single-line mailing address.
clerk,,text,Commercial Clerk vs Noncommercial Clerk (mutually exclusive),clerk.type,medium,Page-null checkbox group; appears to be the Commercial/Noncommercial radio. Enum values: 'commercial' | 'noncommercial'.
Text8,1,text,SIXTH: There shall only be one class of shares. The number of authorized shares is ___,entity.authorized_shares_total,high,Inline numeric blank on the single-class option.
Text7,1,text,(Optional) Name of class:,entity.share_class_name,high,Optional class label for the single-class election.
Text15,1,text,SIXTH alt: ...is set forth in Exhibit __ attached hereto,entity.multi_class_exhibit_letter,medium,Tiny inline blank for the Exhibit letter referenced when multi-class option is elected.
sixth,,text,SIXTH: one class vs two-or-more classes (mutually exclusive),entity.share_structure,medium,Page-null checkbox appears to back the SIXTH radio. Enum: 'single_class' | 'multi_class'.
seventh,,checkbox,SEVENTH: Board of Directors vs no directors (mutually exclusive),entity.has_board_of_directors,medium,"Page-null checkbox appears to back the SEVENTH radio. Boolean (true=board, false=managed by shareholders per 13-C MRSA §743)."
Check Box28,1,checkbox,EIGHTH: [X] The number of directors is limited as follows,entity.directors_count_limited,high,Opt-in checkbox enabling the min/max blanks.
Text13,1,text,not fewer than __ nor more than,entity.directors_min_count,high,Inline numeric — minimum directors.
Text14,1,text,nor more than __ directors,entity.directors_max_count,high,Inline numeric — maximum directors.
Check Box29,1,checkbox,"EIGHTH: [X] To the fullest extent permitted by 13-C MRSA §202.2.D, a director shall have no liability",entity.director_liability_limited,high,Opt-in for §202.2.D liability shield.
