widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
1One,0,text,(Name to be reserved),name_reservation.name_to_reserve,high,Primary subject of the form — the corporate name being reserved.
1two,0,text,Name of applicant,name_reservation.applicant.name,high,Person/entity reserving the name.
1three,0,text,Address of applicant,name_reservation.applicant.address,high,Single-line applicant address (form does not split components).
1four,0,text,DATED ___,filing.date_signed,high,Date the application was signed.
1five,0,text,(type or print name and capacity),name_reservation.applicant.printed_name_and_capacity,high,Print-name + role/capacity line on signature row; signature widget itself appears not to be a fillable field.
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 — first entity in multi-form bundle.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Mutually-exclusive expedite tier = 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier = '24h_next_business_day' ($50/entity).
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier = 'immediate_same_day' ($100/entity).
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Dollar amount enclosed.
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Filing-question contact.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Daytime phone for contact.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Per-filing contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,medium,"Persistent recurring-reminder email — note: name reservation does NOT create an entity yet, so this field is somewhat misplaced for MBCA-1; likely just unused on this filing."
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient of attested copy.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm/company.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street/PO box.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
