widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
21b1,0,text,(Name of Corporation Prior to Conversion),entity.name,high,Pre-conversion corporate name; matches 13-C MRSA usage of entity.name across other corporate forms (including MBCA-21 which uses the same key for the pre-conversion corporation).
21b2,0,text,FIRST: ...the conversion of the corporation to a foreign unincorporated entity and the effective date of the conversion is (date),conversion.effective_date,high,Inline date blank for the effective date of the underlying entity conversion that triggered this charter surrender. Distinct from filing.date_signed (the surrender filing date) and from conversion.future_effective_date on MBCA-21 (which is an optional delayed-effectiveness for the conversion articles themselves).
21b3,0,text,THIRD: The jurisdiction under the laws of which the surviving entity is organized is,conversion.surviving_entity_jurisdiction,high,State or country where the surviving foreign unincorporated entity is organized. Free-text; mirrors the shape of merger.surviving_entity.name_and_jurisdiction recital style but as a single jurisdiction-only field.
21b4,0,text,"FOURTH: If the surviving entity is a nonfiling entity, the address of its executive office immediately after the conversion.",conversion.surviving_entity_executive_office_address,high,"Address of the surviving entity's executive office. Required only when the surviving entity is a nonfiling entity (e.g., a general partnership) — for filing entities (LLCs, LPs) the office address is captured by the surviving entity's own organic-document filing in its home jurisdiction. There is no checkbox to indicate nonfiling status; the rubric should treat this as conditionally required based on conversion.surviving_entity_jurisdiction + surviving entity type, otherwise optional."
21b5,0,text,FIFTH: ...provide a mailing address to which the Secretary of State may mail a copy of any process served on the Secretary of State. (mailing address),conversion.service_of_process_mailing_address,high,Mailing address for SOS-as-agent service of process specifically for shareholder appraisal-rights actions under 13-C chapter 13. Analogous to merger.foreign_survivor.service_of_process_mailing_address on MBCA-10 (which serves the same §1106 SOS-as-agent function for foreign mergers). Always required by FIFTH paragraph because the surviving entity is by definition foreign.
21b6,0,text,DATED,filing.date_signed,high,Date of signature.
21b7,0,text,*By ___ (signature of an officer or other duly authorized representative) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,"Combined name+capacity widget. Shape D (matches MBCA-11, MLLC-12, MBCA-21, MBCA-21A). Form footnote authorizes 'an officer or other duly authorized representative' per 13-C MRSA §956.1."
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 — typically populated with the surrendering corporation's name.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,"Cover-letter row 2 — optional second entity (e.g., the surviving foreign entity for SOS routing if multiple filings are bundled)."
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,"Total fees ($90 base per page-0 header, plus any expedite premium)."
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,"Annual-report reminder email. Note: the surrendering corporation will not file annual reports post-surrender, but the cover letter still captures this field — likely a generic SOS cover-letter primitive that's harmless when populated."
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
