widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of the Foreign Limited Liability Company in the Jurisdiction of Organization),entity.home_jurisdiction_name,high,"Header field identifying the foreign LLC by its home-jurisdiction legal name. Same key family as MLLC-12, MBCA-12, MBCA-12B (foreign-entity-name convention)."
Text2,0,text,"FIRST: If the name of the limited liability company in its jurisdiction of organization has been changed (If no change, so indicate), the proposed name to be used in this State:",entity.maine_assumed_name_for_suffix,medium,"Optional Maine-side name to use after a home-name change. Reuses the same widget slot as MLLC-12 FIRST (the 'proposed name to be used in this State' line) because both forms ultimately capture 'what Maine should call this entity'. On MLLC-12 the trigger is suffix-compliance; on MLLC-12A the trigger is a home-name change — same field, broader scope. Synth may emit a literal '(no change)' string when unchanged, per the parenthetical instruction."
Text3,0,text,SECOND: ...the fictitious name under which it seeks authority to conduct activities in the State of Maine is,entity.maine_fictitious_name,high,Fictitious name for Maine use when home name is unavailable. Mirrors MLLC-12 SECOND.
Text4,0,text,THIRD: The date on which the foreign limited liability company was qualified to conduct activities in the State of Maine:,entity.maine_authorization_date,high,"Original Maine qualification date — recital, not a change field (the form asks the filer to recite when they originally qualified, for SOS to identify the existing record). Reuses CORP_MBCA-12B's entity.maine_authorization_date despite the LLC form using 'qualified' terminology vs the corp form's 'authorized' — same concept (the Maine-side authorization date)."
Text5,0,text,FOURTH: The nature of the business or purpose(s) to be conducted or promoted in the State of Maine is,entity.maine_business_purpose,high,New nature-of-business statement (a Statement of Change updates this). Reuses MLLC-12's entity.maine_business_purpose.
Text6,0,text,"FIFTH: The new address of the principal office, wherever located, is: (physical location - street (not P.O. Box), city, state and zip code)",entity.principal_office.physical_address,high,New physical address of the principal office. Reuses MLLC-12's entity.principal_office.physical_address.
Text7,0,text,(mailing address if different from above),entity.principal_office.mailing_address,high,Optional new mailing address for the principal office.
Check Box15,0,checkbox,Form FICT-4 accompanies this application,filing.fict_form_accompanies; filing.expedited_service.expedite_24h,high,Mapped widget (live blank).
Text8,1,text,(Name of commercial registered agent),registered_agent.name,high,Name of the commercial registered agent (commercial path).
Text9,1,text,(Name of commercial registered agent),registered_agent.name,high,Name of the noncommercial registered agent (noncommercial path).
Text10,1,text,"(physical location, not P.O. Box – street, city, state and zip code)",registered_agent.physical_address,high,Maine physical address of the registered agent (single-line).
Text11,1,text,(mailing address if different from above),registered_agent.mailing_address,high,Optional mailing address of the registered agent.
Text12,1,text,EIGHTH: The new state or other jurisdiction under whose law the foreign limited liability company is now formed,entity.home_jurisdiction,high,"New home jurisdiction (where the LLC is now formed, after any redomestication). Reuses MLLC-12 THIRD's entity.home_jurisdiction."
Text13,1,text,Dated,filing.date_signed,high,Date the statement of change was signed.
Text14,1,text,(Type or print name),filing.signer.printed_name,high,Printed name of the authorized signer. Shape B (name-only — no separate title widget on the form). The adjacent (Authorized Signature**) line is wet-ink only with no AcroForm widget.
Check Box16,1,checkbox,Commercial Registered Agent,registered_agent.commercial; filing.expedited_service.immediate,high,Mapped widget (live blank).
Text17,1,text,CRA Public Number,registered_agent.cra_public_number,high,Maine SOS CRA Public Number on the Commercial Registered Agent line.
Check Box18,1,checkbox,Noncommercial Registered Agent,registered_agent.type,high,Named /Btn checkbox for the 'noncommercial' option. Mutually exclusive with the unnamed commercial checkbox.
Text19,1,text,"NINTH: Other changes to the statement, if any, are set forth in Exhibit ___",filing.other_amendments_exhibit_letter,high,Catch-all exhibit letter for changes not captured by FIRST–EIGHTH. Reuses LP_MLPA-12A's filing.other_amendments_exhibit_letter (same shape; preferred over MLLC-9's amendment.* namespace because MLLC-12A is a statement-of-change rather than articles-of-amendment).
Name of entity,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
Name of entitys on the submitted filings 2,2,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2. Field-id has typo 'entitys' (no apostrophe) preserved upstream.
Check Box14,2,checkbox,Hold attested copy for pick up,filing.expedited_service.hold_for_pickup,high,Expedite tier 'hold_for_pickup'.
Total fees enclosed,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,"Total fees ($90 base if changing only fields outside FIFTH per page-0 header, or $35 if changing only FIFTH; plus expedite premium)."
Name of contact person,2,text,(Name of contact person),filing.contact.name,high,Contact name.
Daytime telephone number,2,text,(Daytime telephone number),filing.contact.phone,high,Contact phone.
Contact email address for this filing,2,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,2,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,2,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,2,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,2,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,2,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined. Field-id has double-space ('City State  Zip') preserved upstream.
