widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,FIRST: Constituent Organizations — row 1 (Name | Form of organization | Jurisdiction),merger.parties[0].recital,high,Single combined recital widget for party 1 — form has a 3-column header (Name | Form of organization | Jurisdiction) but only one underlined blank per row. Same recital pattern as CORP_MBCA-10.
Text2,0,text,FIRST: Constituent Organizations — row 2,merger.parties[1].recital,high,Party 2 recital.
Text3,0,text,FIRST: Constituent Organizations — row 3,merger.parties[2].recital,high,Party 3 recital.
Text4,0,text,FIRST: Constituent Organizations — row 4,merger.parties[3].recital,high,Party 4 recital (form has 4 inline rows; >4 parties go on the additional-parties exhibit).
Check Box19,0,text,"FIRST: Name, form, and jurisdiction of additional constituent organizations are attached as Exhibit ___",merger.additional_parties_attached,high,Boolean opt-in for additional-parties exhibit. Same key as CORP_MBCA-10.
Text26,0,text,FIRST: …attached as Exhibit ___,merger.additional_parties_exhibit_letter,high,Inline exhibit letter for additional parties. Same key as CORP_MBCA-10.
Text5,0,text,SECOND: Name of surviving organization,merger.surviving_entity.name,high,"Surviving entity name (LP_MLPA-10 has 3 separate widgets for SECOND, unlike CORP_MBCA-10's combined name_and_jurisdiction)."
Text6,0,text,SECOND: Form of surviving organization,merger.surviving_entity.form,high,"Surviving entity's legal form (LP, LLC, Corp, etc.)."
Text7,0,text,SECOND: Jurisdiction of governing statute,merger.surviving_entity.jurisdiction,high,Jurisdiction of the surviving entity's governing statute.
Check Box20,0,checkbox,THIRD: Check only if applicable — The surviving organization was created as a result of the merger.,merger.surviving_entity_created_by_merger,high,Optional boolean — set when survivor is a new entity created by the merger (parallel to FIFTH first option but expressed as a standalone declaration on page 0).
Text8,0,text,FOURTH: Date the merger is effective under the governing statute of the surviving organization,merger.effective_date,high,Effective date of the merger under the governing statute. Distinct from CORP_MBCA-10's `merger.future_effective_date` (which is optional 'if other than date of filing'); §1438 phrases this as the actual effective date.
Check Box21,1,text,FIFTH: The surviving organization is created by this merger. The organizational document that creates this surviving organization is attached.,merger.fifth_election,high,FIFTH option 1: 'created_by_merger' (mutually exclusive with option 2).
Check Box22,1,checkbox,FIFTH: The surviving organization existed before the merger. (Check only one box below),merger.fifth_election,high,"FIFTH option 2: 'preexisted'. When selected, requires sub-option Check Box23 or Check Box24."
