widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
14a1,0,text,(Name of Corporation),entity.name,high,Entity-name blank at the top of the body. Domestic-Maine filing → entity.name.
Check Box4,0,checkbox,[ ] A meeting was duly called and held at which a majority of shareholders voted to resume transacting business.,resumption.method,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0 (y=346.5); enum_select value 'meeting'.
Check Box5,0,checkbox,[ ] The vote to resume transacting business was duly authorized by written consent of the shareholders.,resumption.method,high,Independent checkbox (on-state Yes) verified by geometry+text on page 0 (y=430.4); enum_select value 'written_consent'.
14a3,0,text,FIRST (meeting branch): This meeting was held on (date),resumption.meeting_date,high,Date of the shareholder meeting (required when resumption.method='meeting').
14a4,0,text,FIRST (meeting branch): at (location),resumption.meeting_location,high,Location of the shareholder meeting (required when resumption.method='meeting').
14a6,0,text,THIRD: The effective date of the certificate of resumption (if other than the date of filing of the certificate of resumption):,resumption.effective_date,high,Optional THIRD-paragraph effective date (left blank when resumption is effective on the filing date). Determined by widget y-coordinate: 14a6 sits at y≈231 between the FIRST/SECOND body and the bottom signature row at y≈190 (14a7).  Filler engine: leave blank when caller wants effective-on-filing-date semantics.
14a7,0,text,DATED ___,filing.date_signed,high,"Date of signature on the page-0 signature row (left side, y≈190, narrow x≈74–194). The paired '*By' signature line at the same y on the right side is wet-ink-only and not AcroForm-bound."
14a8,0,text,*By ___ (signature of any duly authorized person) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,Printed name and capacity of the signing officer. Shape D — same convention as MBCA-11 / MLLC-12. The footnote restricts the signer to 'any duly authorized officer of the corporation' per 13-C MRSA §121.5.
Name of entity,1,text,filing.entities[0].name,filing.entities[0].name,high,Mapped widget (live blank).
Name of entitys on the submitted filings 2,1,text,filing.entities[1].name,filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,checkbox,Hold attested copy for pick up,filing.expedited_service.hold_for_pickup,high,Mapped widget (live blank).
Check Box15,1,checkbox,24-hour expedited filing ($50),filing.expedited_service.expedite_24h,high,Mapped widget (live blank).
Check Box16,1,checkbox,Immediate expedited filing ($100),filing.expedited_service.immediate,high,Mapped widget (live blank).
Total fees enclosed,1,text,filing.total_fees_dollars,filing.total_fees_dollars,high,Total enclosed fees.
Name of contact person,1,text,filing.contact.name,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,filing.contact.phone,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,filing.contact.email,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,entity.annual_report_reminder_email,entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,1,text,filing.attested_copy_recipient.name,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,filing.attested_copy_recipient.firm,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,filing.attested_copy_recipient.mailing_address.street,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,filing.attested_copy_recipient.mailing_address.city_state_zip,filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined (single widget on the form).
