widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
1,0,text,(Real Name of Corporation),entity.name,high,Real (legal) name of the nonprofit corporation filing the termination. The form's '(Real Name of Corporation)' caption distinguishes this from the assumed/fictitious name being terminated (Widget 2).
2,0,text,SECOND: The corporation intends to terminate the assumed or fictitious name of ___,assumed_name.name,high,The assumed/fictitious name being terminated. Same canonical key as CORP_ASUM-5 (the analogous registration form) — the value is the assumed-name string; the action (register vs terminate) is conveyed by the form context. Form title treats 'assumed' and 'fictitious' as synonyms in the §308-A nonprofit context.
3,0,text,"THIRD: The address of the registered office of the corporation in the State of Maine is ___ (inline trailing blank, y≈401-420, right side)",registered_office.address_line1,high,"Inline trailing blank ending the THIRD paragraph. Same multi-line registered_office.address_line{1,2} pattern as sister NP_MNPCA-11."
4,0,text,"THIRD: ___ (street, city, state and zip code) (wide line below, y≈378-400)",registered_office.address_line2,high,"Wide labeled line below the THIRD paragraph for the registered office address (street, city, state and zip code)."
5,0,text,"DATED ___ (left side, y≈320-341)",filing.date_signed,high,"Date the termination is signed (bottom-left, narrow widget)."
6,0,text,"*By ___ (signature) / (type or print name and capacity) — first signer (right, y≈286-305)",filing.signer_1.printed_name_and_capacity,high,"First authorized officer's printed name and capacity. Shape D (combined name+capacity), per filing.signer_N.printed_name_and_capacity primitive established on sister NP_MNPCA-11. The (signature) lines themselves are wet-ink only and have no widget."
7,0,text,"*By ___ (signature) / (type or print name and capacity) — second signer (right, y≈219-240)",filing.signer_2.printed_name_and_capacity,high,"Second authorized officer's printed name and capacity. The form provides two signature slots (consistent with the dual-officer practice on §308-A nonprofit filings); the boilerplate footnote 'This document MUST be signed by any duly authorized officer' nominally requires only one, so the second slot is best-treated as recommended/optional rather than strictly required."
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 — typically blank on a single-entity termination filing.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($5 base per page-0 header).
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
