widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
191,0,text,(Name of Corporation in Jurisdiction of Incorporation),entity.home_jurisdiction_name,high,"Foreign corporation's legal name in its home jurisdiction. Same key as foreign-qualification forms (MLLC-12, MLPA-12A)."
192,0,text,FIRST: …the name it proposes to use in the State of Maine,domestication.maine_name,high,Optional new name for the corporation upon domestication into Maine. Required only if the true corporate name is unavailable or the corporation desires to change its name. Distinct from `entity.name` because the domestication is the moment the entity becomes a Maine domestic — there's no prior `entity.name`.
193,0,text,SECOND: The corporation was originally incorporated in ___ (state or country),entity.home_jurisdiction,high,State or country of original incorporation.
194,0,text,and the original date of incorporation was ___,entity.formation_date_in_home_jurisdiction,high,Date of original formation in the home jurisdiction.
195,0,text,THIRD: All the statements required to be set forth in Articles of Incorporation (Form MBCA-6-1) are attached as Exhibit ___,domestication.articles_exhibit_letter,high,Inline exhibit letter referencing the attached Articles of Incorporation (Form MBCA-6-1) — required for every domestication filing.
196,0,text,FOURTH: The effective date of the articles of domestication (if other than the date of filing),domestication.future_effective_date,high,"Optional future effective date. If blank, the filing date applies. Same shape as conversion.future_effective_date / merger.future_effective_date."
197,0,text,DATED ___,filing.date_signed,high,Date the filing was signed.
198,0,text,*By (signature of an officer or other duly authorized representative) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,Combined name + capacity signer widget. Shape D (matches MBCA-11 / MBCA-21 / MLLC-12).
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 (likely the bundled MBCA-6-1 entity name for SOS routing).
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite enum value 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite enum value '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite enum value 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($145 base per page 0 header).
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Annual-report reminder email (applies to the post-domestication Maine domestic entity).
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
