widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Corporation),entity.name,high,Existing corporation name at top — subject of the amendment.
Text2,0,text,FIRST: The amendment was adopted on (date),amendment.adoption_date,high,Date the amendment was adopted by the corporation.
Text3,0,text,FIRST: ...as set forth in Exhibit __,amendment.text_exhibit_letter,high,Exhibit letter referencing the full text of the amendment (per 13-C MRSA §121.10.E).
duly,,text,FIRST: duly approved as follows ('X' one box only) — by incorporators / by directors / by shareholders,amendment.approval_method,medium,Page-null radio backing the 3-option approval-method group. Enum: 'incorporators' | 'board_of_directors' | 'shareholders'.
bc,,text,SECOND: Benefit Corporation status change ('X' one),amendment.benefit_corp_change,medium,Page-null radio for the 3-option benefit-corporation group. Enum: 'become' | 'modify_public_benefit' | 'terminate'.
Text4,0,text,SECOND: ...specific public benefit ... as set forth in Exhibit __,amendment.benefit_corp_public_benefit_exhibit_letter,high,Inline exhibit letter for the modified public-benefit description (only when amendment.benefit_corp_change = 'modify_public_benefit').
Text5,0,text,"THIRD: ...are set forth in Exhibit __, or as follows",amendment.share_exchange_exhibit_letter,high,Inline exhibit letter for share-exchange/reclassification/cancellation provisions.
Text6,0,text,THIRD: ...or as follows: ___,amendment.share_exchange_inline_text,high,Inline alternative to exhibit — short prose stating share-exchange provisions.
Text7,0,text,FOURTH: The effective date of the amendment (if other than the date of filing) is ___,amendment.effective_date,high,"Optional delayed effective date; if blank, effective on date of filing."
Text8,0,text,Dated ___,filing.date_signed,high,Date of signature.
Text9,0,text,*By ___ (original written signature) / (type or print name),filing.signer.printed_name,medium,Single text field on the signature row; treating as printed name (no separate signature widget).
Name of entity,1,text,Name of entity(s) on submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees.
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Persistent annual-report reminder email.
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
