widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
5a1,0,text,(Real Name of Limited Liability Partnership),entity.name,high,Real (non-fictitious) name of the domestic LLP. Domestic filing uses entity.name (cf. entity-name-vs-home-jurisdiction convention).
5a2,0,text,SECOND: The limited liability partnership intends to terminate the assumed or fictitious name of,filing.terminated_fictitious_name,high,The specific assumed/fictitious name being terminated by this filing. Distinct from entity.maine_fictitious_name (which is the active fictitious-name registration for foreign entities per §1508).
5a3,0,text,DATED ___,filing.date_signed,high,Signing date of the termination statement.
5a4,0,text,Partner(s)* — (signature) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,"Combined name+capacity for the single individual-partner signer block — Shape D per filing-signer-shape convention. Mirrors MLLP-9 / GP_MPA-1's single-slot filing.signer.* pattern (NOT partner_N.* multi-slot pattern, since this form has only one inline partner widget). Wet-ink (signature) line has no AcroForm widget."
5a5,0,text,For Partner(s) which are Entities — Name of Entity,filing.signer_entity.name,high,Name of an entity-partner when the signer is itself a corporation/LLC/LP rather than an individual. Single slot — same key family as MLLP-9 / GP_MPA-1's filing.signer_entity.*.
5a6,0,text,For Partner(s) which are Entities — By ___ (authorized signature) / (type or print name and capacity),filing.signer_entity.signer_printed_name_and_capacity,high,Combined name+capacity of the natural person signing on behalf of the entity-partner.
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
Name of entitys on the submitted filings 2,1,text,Name of entity(s) on the submitted filings [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($20 base per page-0 header plus expedite premium).
Name of contact person,1,text,(Name of contact person),filing.contact.name,high,Filing-contact name.
Daytime telephone number,1,text,(Daytime telephone number),filing.contact.phone,high,Filing-contact phone.
Contact email address for this filing,1,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,1,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
