widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
mark3One,0,text,A. CHARTER NUMBER (if known),mark.charter_number,high,Maine SOS-assigned registration/charter number of the existing mark being amended.
mark3Two,0,text,"1. TEXT - list word(s) protected in the original registration, if any",mark.text_elements,high,Recital of existing protected text words. Read-only recital (§1525-A prohibits amending the mark itself); fill should mirror the original registration.
mark3Three,0,text,"2. FEATURES - describe in detail the design protected in the original registration, if any",mark.design_description,high,Recital of existing protected design features. Read-only recital.
mark3Four,0,text,C. TYPE OF MARK:,mark.type,high,Type of mark — values from MARK-1 §C (Trademark / Service Mark / Collective Mark). Captured as free text since the form provides a single text field rather than checkboxes.
mark3Five,0,checkbox,"Original type of mark, if changed (free-text recital line above the yes/no checkboxes)",mark.original_type_if_changed,medium,"Full-width line at y 323-342, immediately above the yes/no checkbox row at y 273-290. Used to record the prior type-of-mark value when type is being amended (i.e., when Check Box4 = yes). Reviewer corrected drafter's mapping (drafter mapped this to mark.type_changed which is captured by the boolean checkboxes below — Text mark3Five is a free-text recital line, not the boolean answer)."
mark3Six,0,checkbox,Sub-question text field at y 298-317 between the type-of-mark and the yes/no checkbox row,mark.type_change_explanation,low,Small text widget (rect ~131x18pt) wedged between mark3Four (TYPE OF MARK) and the Check Box4/5 yes/no row. Most likely a continuation/explanation prompt for the type-of-mark change. Reviewer added this widget — drafter omitted it from field_mappings (95.5% coverage → 100% with this addition). Confidence is 'low' pending visual confirmation; key is provisional.
Check Box4,0,text,[ ] yes — The type of mark indicated represents an amendment from that appearing on the original registration,mark.type_changed,high,First option in the mutually-exclusive yes/no for whether the type of mark is being amended. Boolean true → 'yes'.
Check Box5,0,text,[ ] no — type unchanged,mark.type_changed,high,Second option ('no').
mark3Nine,0,text,CLASS NUMBER:,amendment.class_number,high,"Single Nice classification class being added/deleted by this amendment. Per page-0 instruction 'Attach additional pages, if necessary' (Check Box8), multi-class amendments use an attached exhibit rather than additional inline rows."
Check Box6,0,text,[ ] Deleted,amendment.class_action,high,First option in the mutually-exclusive Added/Deleted action. Enum value 'deleted'.
Check Box7,0,text,[ ] Added,amendment.class_action,high,Second option ('added').
mark3Twelve,0,text,DESCRIBE goods manufactured or sold and/or the service that is provided,amendment.new_class_description,high,Description of goods/services for the class being added (only required when amendment.class_action='added').
mark3Thirteen,0,text,DESCRIBE manner in which mark is applied to the goods or used to promote their sale and/or the manner in which the mark is used in connection with the service — line 1,amendment.manner_of_use,high,First line of the manner-of-use description for the new class. Three-line widget primitive (Text13/Text14/Text15); synth concatenates non-empty lines for the canonical value.
mark3Fourteen,0,text,(continuation line 2 of manner of use),amendment.manner_of_use,high,Second line of the manner-of-use description. See mark3Thirteen.
mark3Fifteen,0,text,(continuation line 3 of manner of use),amendment.manner_of_use,high,Third line of the manner-of-use description. See mark3Thirteen.
Check Box8,0,text,"[ ] Attach additional pages, if necessary.",amendment.additional_pages_attached,high,Boolean opt-in flagging that an additional-pages exhibit is attached (used when amending multiple classes since the form has only one inline class row).
mark3Seventeen,1,text,"I, ___ (Print/Type Name and Capacity), believe",mark.signer.printed_name_and_capacity,high,"Signer printed name + capacity (e.g., 'Jane Doe, Owner' or 'John Smith, President'). Same key family as MARK-1's mark.signer.printed_name_and_capacity — Shape D under the mark.* namespace, not filing.signer.* (mark filings keep their signer keys under mark.* per 10 MRSA Title 10 separation from entity-formation 13-C/31 MRSA forms). Reviewer corrected drafter's filing.signer.printed_name_and_capacity mapping."
mark3Eighteen,1,text,"(Myself, Firm, Association or Corporate Name)",mark.applicant.entity_name,high,"Owner identity as it appears on the registered mark — 'Myself' for individual owners, or firm/association/corporate name for entity owners. Same key as MARK-1. Reviewer corrected drafter's entity.name mapping (mark filings keep applicant identity under mark.applicant.* not entity.* — a mark owner is not necessarily a registered Maine entity)."
mark3Nineteen,1,text,"(Mailing Address, City, State and Zip Code)",mark.applicant.mailing_address,high,Owner's mailing address (single combined widget on this form). Same key as MARK-1. Reviewer corrected drafter's entity.mailing_address.
Check Box9,1,text,F: Applicant is a (an): [ ] individual,mark.applicant.entity_type,high,Mutually-exclusive applicant-type 'individual'. Reviewer corrected drafter's entity.type to mark.applicant.entity_type per MARK-1 precedent.
Check Box10,1,text,F: [ ] general partnership,mark.applicant.entity_type,high,Mutually-exclusive 'general_partnership'.
Check Box11,1,text,F: [ ] limited partnership,mark.applicant.entity_type,high,Mutually-exclusive 'limited_partnership'.
Check Box12,1,text,F: [ ] corporation,mark.applicant.entity_type,high,Mutually-exclusive 'corporation'.
,1,text,F: [ ] association,mark.applicant.entity_type,high,"Mutually-exclusive 'association'. Unnamed widget at rect [68.1, 534.5, 85.6, 550.6] — empty field_id is preserved upstream; fill engine matches by rect/widget index."
Check Box13,1,text,F: [ ] union,mark.applicant.entity_type,high,Mutually-exclusive 'union'.
Check Box17,1,text,F: [ ] other ___ (Explain),mark.applicant.entity_type,high,Mutually-exclusive 'other' (requires mark.applicant.entity_type_other_explanation).
mark3Twentyseven,1,text,F: other ___ (Explain),mark.applicant.entity_type_other_explanation,high,Free-text explanation when entity_type='other'. Reviewer corrected drafter's entity.type_other_description.
mark3Twentyeight,1,text,F: state of incorporation/organization is,mark.applicant.jurisdiction_of_organization,high,Home jurisdiction (state) — required when applicant.entity_type implies a registered entity. Same key as MARK-1. Reviewer corrected drafter's entity.home_jurisdiction.
mark3Twentynine,1,text,F: date of incorporation/organization is,mark.applicant.date_of_organization,high,Date the applicant entity was organized in its home jurisdiction. Same key as MARK-1. Reviewer corrected drafter's entity.formation_date.
mark3Thirty,1,text,G. Date of this application,filing.date_signed,high,Date of the amendment application (matches the universal filing.date_signed key from cover-letter primitive — same convention as MARK-1).
Name of entity,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
Name of entitys on the submitted filings 2,2,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2. Field-id has typo 'entitys' (no apostrophe) preserved upstream.
Check Box14,2,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,2,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
,2,text,Immediate expedited filing,filing.expedited_service,high,"Expedite tier 'immediate_same_day'. Unnamed widget at rect [68.7, 585.8, 90.3, 606.3] — empty field_id is preserved upstream."
Total fees enclosed,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees (per page-0 header — typically $50 amendment fee + expedite premium; confirm against current SOS fee schedule).
