widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
reserved name,0,text,(Name previously reserved pursuant to 31 MRSA §1509.1),entity.reserved_name,high,The specific name reserved with the SOS that is being transferred. Lives under entity.* (not name_reservation.*) because the reserved name is treated as a candidate-entity-name attribute throughout 31 MRSA.
original applicant,0,text,Name of original applicant,name_reservation.original_applicant.name,high,Name of the person or entity that originally reserved the name and is now transferring it (the transferor).
transferee,0,text,Name of transferee,name_reservation.transferee.name,high,Name of the person or entity receiving the reserved name.
transferee address,0,text,Address of transferee,name_reservation.transferee.address,high,Mailing address of the transferee. Single-line combined widget on this form (not split into street / city_state_zip).
dated,0,text,DATED,filing.date_signed,high,Date the transferor signed the document.
name and capacity,0,text,ORIGINAL APPLICANT (Transferor): (type or print name and capacity),filing.signer.printed_name_and_capacity,high,Combined printed name + capacity of the transferor. Shape D per schema-gaps/2026-04-30-filing-signer-shape.md. The adjacent '(signature of transferor)' line is wet-ink-only — no AcroForm widget.
Name of entity,1,text,filing.entities[0].name,filing.entities[0].name,high,Mapped widget (live blank).
Name of entitys on the submitted filings 2,1,text,filing.entities[1].name,filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,checkbox,Hold attested copy for pick up,filing.expedited_service.hold_for_pickup,high,Mapped widget (live blank).
Check Box15,1,checkbox,24-hour expedited filing ($50),filing.expedited_service.expedite_24h,high,Mapped widget (live blank).
Check Box16,1,checkbox,Immediate expedited filing ($100),filing.expedited_service.immediate,high,Mapped widget (live blank).
Total fees enclosed,1,text,filing.total_fees_dollars,filing.total_fees_dollars,high,"Total fees ($20 base per page-0 fee header, plus expedite premium)."
Name of contact person,1,text,filing.contact.name,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,filing.contact.phone,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,filing.contact.email,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,entity.annual_report_reminder_email,entity.annual_report_reminder_email,high,"Annual-report reminder email — reserved-name transfers don't have annual reports, but the cover letter is shared across SOS divisions; field may be left blank for this filing type."
Name of attested copy recipient,1,text,filing.attested_copy_recipient.name,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,filing.attested_copy_recipient.firm,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,filing.attested_copy_recipient.mailing_address.street,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,filing.attested_copy_recipient.mailing_address.city_state_zip,filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
