widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
9a1,0,text,(Name of Corporation),entity.name,high,"Top-of-form widget for the domestic corporation being amended (the entity-name appears in the title block, left of the SOS attest box)."
9a2,0,text,FIRST: The text of each amendment approved by the court is set forth in Exhibit ___ attached and made a part hereof.,amendment.exhibit_letter,high,Inline single-letter blank for the exhibit referenced in FIRST. Same pattern as merger.plan_exhibit_letter / conversion.new_entity_provisions_exhibit_letter (see schema-gaps/2026-04-30-phase2-summary.md).
9a3,0,text,FIRST: ...the date of the court's order or decree approving these Articles of Amendment is ___,amendment.court_order_date,high,Date of the court order/decree authorizing the amendment. Distinct from filing.date_signed (which is when the court-designated individual signed this form).
9a4,0,text,SECOND: The title of the reorganization proceeding in which the order or decree was entered:,amendment.reorganization_proceeding_title,high,"Full caption/title of the reorganization proceeding (e.g., 'In re XYZ Corp., Case No. 24-12345-AB, U.S. Bankruptcy Court for the District of Maine'). Single-line widget — case number, court, and title may all collapse into this single field."
9a5,0,text,DATED,filing.date_signed,high,Date this filing was signed by the court-designated individual(s). One DATED widget covers both signer slots.
9a6,0,text,*By ___ (signature of individual designated by the court) / (type or print name and capacity) [first signer],filing.signer.printed_name_and_capacity,high,"Combined name+capacity for the first court-designated signer. Shape D per schema-gaps/2026-04-30-filing-signer-shape.md. Capacity here is typically 'Court-Designated Individual' or 'Trustee in Bankruptcy', not a corporate office."
9a7,0,text,*By ___ (signature of individual designated by the court) / (type or print name and capacity) [second signer],filing.signer_2.printed_name_and_capacity,high,Combined name+capacity for the second court-designated signer. The court may designate one or two individuals; the second slot is optional. Same Shape D as the first signer; key differentiated only by suffix '_2'.
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive). Should mirror entity.name.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 (note: typo 'entitys' preserved upstream).
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,"Total fees ($50 base per page-0 fee header, plus expedite premium)."
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
