widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
municipality,0,text,"The municipal officers of ___ have, by majority vote, authorized the formation of a Local Development Corporation",municipality.name,high,"Name of the municipality whose officers voted to authorize the LDC. Distinct from entity.* (which is the LDC being formed) — the municipality is the authorizing governmental body, not the entity formed."
name,0,text,The name of the corporation is intended to be ___,entity.name,high,Proposed name of the Local Development Corporation being formed; must match the entity.name on the accompanying NP_MNPCA-6.
name and capacity 1,0,text,Name and Capacity (signature row 1),municipal_officer_1.printed_name_and_capacity,high,"First municipal officer's printed name and capacity (e.g., 'Jane Doe, Town Council Chair'). Indexed roster pattern with 5 inline rows (1–5); per-row signature blank to the right is wet-ink only with no AcroForm widget. Distinct from officer_N.* (corporate roster) — these are governmental officers, not corporate."
name and capacity 2,0,text,Name and Capacity (signature row 2),municipal_officer_2.printed_name_and_capacity,high,Second municipal officer slot.
name and capacity 3,0,text,Name and Capacity (signature row 3),municipal_officer_3.printed_name_and_capacity,high,Third municipal officer slot.
name and capacity 4,0,text,Name and Capacity (signature row 4),municipal_officer_4.printed_name_and_capacity,high,Fourth municipal officer slot.
name and capacity 5,0,text,Name and Capacity (signature row 5),municipal_officer_5.printed_name_and_capacity,high,Fifth municipal officer slot.
Check Box9,0,checkbox,"[ ] Names, capacities and signatures of additional municipal officers attached hereto as Exhibit ___, and made a part hereof",municipality.additional_officers_present,high,Boolean opt-in indicating an exhibit listing additional municipal officers is attached (used when the municipality has more than 5 voting officers). Naming follows the entity.additional_*_present convention from MBCA-6.
exhibit,0,text,...attached hereto as Exhibit ___,municipality.additional_officers_exhibit_letter,high,Letter of the exhibit containing additional officer signatures. Naming follows entity.additional_incorporators_exhibit_letter convention from MBCA-6.
print name and capacity,0,text,Attest: ___ (Signature of Municipal Clerk) / (type or print name and capacity),municipal_clerk.printed_name_and_capacity,high,"Printed name and capacity of the Municipal Clerk attesting to the vote (Shape-D widget label). Distinct from filing.signer.* — the Clerk is the form's attester, not the filer of the underlying LDC; municipal_clerk.* parallels the municipal_officer_N.* family."
dated,0,text,Dated: ___ (Affix Municipal Seal),filing.date_signed,high,"Date the Municipal Clerk attested to the form. Re-uses filing.date_signed (the standard body-form signing date), consistent with formation-form conventions."
