widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Maine or Foreign Limited Liability Company),entity.name,medium,"Name of the LLC. Form serves both domestic and foreign LLCs (label says 'for Maine or Foreign LLC'). Per the entity-name-vs-home-jurisdiction convention, foreign filings normally use entity.home_jurisdiction_name — but a fictitious-name termination is a Maine-record filing (terminating a Maine registration), so entity.name (the Maine-record name) is the appropriate handle. Synth/rubric for foreign LLCs should populate entity.name from entity.home_jurisdiction_name."
Text2,0,text,SECOND: The limited liability company intends to terminate the assumed or fictitious name of,filing.terminated_fictitious_name,high,The specific assumed/fictitious name being terminated. Same key family as MLLP-5A (sibling LLP termination form) — both forms terminate a previously filed Statement of Intention under analogous 31 MRSA chapters.
Text3,0,text,DATED ___,filing.date_signed,high,Signing date of the termination statement.
Text4,0,text,Authorized Person(s)* — slot 1 — (signature) / (type or print name and capacity),filing.signer_1.printed_name_and_capacity,high,Combined name+capacity for authorized-person signer slot 1 — Shape D per filing-signer-shape convention. Multi-slot extension of filing.signer.* (filing.signer_N.* indexed list when the form provides multiple parallel signer slots; analogous to MLLP-6A's partner_N.* but for the generic LLC 'authorized person' role rather than the role-specific 'partner' role). Wet-ink (signature) line has no AcroForm widget.
Text5,0,text,Authorized Person(s)* — slot 2 — (signature) / (type or print name and capacity),filing.signer_2.printed_name_and_capacity,high,Combined name+capacity for authorized-person signer slot 2.
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1 (cover-letter primitive).
Name of entitys on the submitted filings 2,1,text,Name of entity(s) on the submitted filings [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($20 base per page-0 header plus expedite premium).
Name of contact person,1,text,(Name of contact person),filing.contact.name,high,Filing-contact name.
Daytime telephone number,1,text,(Daytime telephone number),filing.contact.phone,high,Filing-contact phone.
Contact email address for this filing,1,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,1,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
