widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
1one,0,text,(Name to be reserved),entity.name,high,"The corporate name being reserved. Uses entity.name (not entity.home_jurisdiction_name) because this is a domestic Maine reservation, mirroring CORP_ASUM-5 (the analogous business-corp reservation form)."
1two,0,text,Name of applicant,applicant.name,high,Name of the person or entity applying for the reservation. Distinct from entity.name and from filing.signer.* because the applicant is the party holding the reservation (not yet a filer of an entity that exists).
1three,0,text,Address of applicant,applicant.address,high,Single-widget combined address of the applicant (no street/city/state/zip split on this template).
1four,0,text,DATED,filing.date_signed,high,Date the application is signed.
1five,0,text,(type or print name and capacity),filing.signer.printed_name_and_capacity,high,"Combined name+capacity widget. Shape D (matches MBCA-11, MLLC-12, MBCA-21). The signature line itself is wet-ink; only the printed-name-and-capacity blank is an AcroForm widget."
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1; universal handle for entity name on this filing (typically the same value as entity.name on a single-form reservation).
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 (rarely used on a name reservation since the form stands alone).
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($5 base per page-0 header plus expedite premium).
Name of contact person,1,text,(Name of contact person),filing.contact.name,high,Contact name.
Daytime telephone number,1,text,(Daytime telephone number),filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,"Persistent annual-report reminder email (unusual on a reservation since no annual-report obligation exists yet, but the cover-letter widget is present)."
Name of attested copy recipient,1,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
