widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,FIRST: The name of the limited liability company is,entity.name,high,LLC name; must contain 'limited liability company' or an approved abbreviation per 31 MRSA §1508.
Check Box2,0,checkbox,SECOND: [ ] Date of this filing,entity.formation_effective_date_choice,medium,Mutually-exclusive option = 'on_filing'.
Check Box3,0,checkbox,SECOND: [ ] Date of this filing,entity.formation_effective_date_choice,medium,Mutually-exclusive option = 'later_specified'.
Text4,0,text,Later effective date (specified here): ___,entity.formation_effective_date,high,Specific later effective date (only when entity.formation_effective_date_choice = 'later_specified').
Check Box5,0,checkbox,THIRD: [ ] This is a low-profit limited liability company pursuant to 31 MRSA §1611,entity.is_low_profit_llc,high,Boolean elect-in for L3C status (with attestation to qualifications A-D).
Check Box6,0,checkbox,FOURTH: [ ] This is a professional limited liability company* formed pursuant to 13 MRSA Chapter 22-A,entity.is_professional_llc,high,Boolean elect-in for professional-LLC status.
Text7,0,text,(Type of professional services),entity.professional_services_description,high,Free-text professional services list (only when entity.is_professional_llc = true).
Check Box8,1,checkbox,FIFTH: [ ] Commercial Registered Agent,registered_agent.type,medium,Mutually-exclusive registered-agent type = 'commercial'.
Text10,1,text,CRA Public Number,registered_agent.cra_public_number,high,Maine SOS Commercial Registered Agent public registration number; required only when registered_agent.type = 'commercial'.
Text11,1,text,(Name of commercial registered agent),registered_agent.name,high,Name line for commercial registered agent (single canonical key shared with noncommercial path).
Check Box12,1,checkbox,FIFTH: [ ] Commercial Registered Agent,registered_agent.type,medium,Mutually-exclusive registered-agent type = 'noncommercial'.
Text13,1,text,(Name of commercial registered agent),registered_agent.name,high,Name line for noncommercial registered agent (alternate path; same canonical key).
Text14,1,text,"(physical location, not P.O. Box - street, city, state and zip code)",registered_agent.physical_address,high,"Single-line physical address (street, city, state, zip combined)."
Text15,1,text,(mailing address if different from above),registered_agent.mailing_address,high,Optional single-line mailing address.
Check Box16,1,checkbox,(legacy/unused — superseded by 'IMM' widget),,,Page-null residual checkbox; the form template appears to have replaced this with the named 'IMM' widget. Likely orphaned and ignored at fill time.
Text17,1,text,"SEVENTH: ...set forth in the attached Exhibit ___, and made part hereof",entity.statement_of_authority_exhibit_letter,high,Inline exhibit letter for the optional initial statement of authority (per 31 MRSA §1542.1).
Text18,1,text,Dated ___,filing.date_signed,high,Date of signature.
Text19,1,text,**By ___ (original written signature of authorized person) / (type or print name and title of signer),filing.signer.printed_name_and_capacity,high,Printed name and title of authorized signer.
Name of entity,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,2,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,2,checkbox,Hold attested copy for pick up,filing.expedited_service.hold_for_pickup,high,Expedite tier 'hold_for_pickup'.
Check Box15,2,checkbox,24-hour expedited filing ($50),filing.expedited_service.expedite_24h,high,Expedite tier '24h_next_business_day'.
IMM,2,checkbox,Immediate expedited filing ($100),filing.expedited_service.immediate,high,Expedite tier 'immediate_same_day'. (Field renamed from 'Check Box16' to 'IMM' in this newer template.)
Total fees enclosed,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees.
Name of contact person,2,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,2,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,2,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,2,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Persistent annual-report reminder email.
Name of attested copy recipient,2,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,2,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,2,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,2,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
