widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
151,0,text,(Name of Limited Liability Partnership Allowing Indistinguishable Name),entity.name,high,Existing LLP's current Maine name (the entity giving consent). Domestic-Maine filing → entity.name (not entity.home_jurisdiction_name).
152,0,text,FIRST: ...consents to the use of the following indistinguishable name:,name_change.indistinguishable_name,high,"The contested name to which the LLP is consenting (typically the LLP's current name, or a near-variant). Living in name_change.* alongside related keys for a consistent namespace."
153,0,text,FIRST (continued): to ___ (requestor of indistinguishable name),name_change.requestor_name,high,Name of the entity requesting permission to use the indistinguishable name.
154,0,text,THIRD: The entity in possession of the name must change its name to:*,name_change.new_name,high,"New, distinguishable name the existing LLP commits to adopting. Footer note says a separate name-change form must accompany this filing."
155,0,text,DATED ___,filing.date_signed,high,"Date of signature (DATED blank, left side of signature row)."
156,0,text,*By ___ (signature of a partner) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,Printed name and capacity of the signing partner. Shape D — same convention as MLLC-12/MBCA-11. The wet-ink '*By' signature line itself is not AcroForm-bound.
Name of entity,1,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,1,text,Name of entity [2],filing.entities[1].name,high,"Cover-letter row 2 — useful here because the consenting LLP and the requestor often submit a bundled packet (this form + a name-change form for the existing LLP, optionally + the requestor's formation/qualification form)."
Check Box14,1,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,1,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,1,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,1,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees enclosed (page-0 fee header reads '$20.00' for this filing; bundled name-change form has its own fee).
Name of contact person,1,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,1,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,1,text,Contact email address for this filing,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,1,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,1,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,1,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,1,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,1,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
