widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text1,0,text,(Name of Foreign Limited Liability Partnership),entity.home_jurisdiction_name,high,Foreign LLP's name in its home jurisdiction. Per the entity-name-vs-home-jurisdiction convention foreign filings use entity.home_jurisdiction_name (not entity.name).
,0,text,FIRST: ('X' one box only.) This application is for a [ ] new,filing.application_type,medium,"Unnamed checkbox widget at rect [289.1,434.9,301.0,448.3] — left checkbox of FIRST recital. Selected → enum value 'new'. Filler must bind by rect since the AcroForm field-id is empty."
,0,text,FIRST: ('X' one box only.) ... OR [ ] renewal of a registration,filing.application_type,medium,"Unnamed checkbox widget at rect [346.3,434.2,358.2,447.7] — right checkbox of FIRST recital. Selected → enum value 'renewal'. Filler must bind by rect since the AcroForm field-id is empty (template anomaly: both FIRST checkboxes share the empty field-id)."
Text2,0,text,SECOND: The state or country under the laws of which it is organized is,entity.home_jurisdiction,high,Foreign LLP's home jurisdiction (state or country of organization).
Text3,0,text,"and the address of its principal office is located at: (street, city, state and zip code)",entity.principal_office.physical_address,high,First line of the principal-office address (single combined widget; street/city/state/zip not split).
Text4,0,text,"(street, city, state and zip code) [continuation line]",entity.principal_office.physical_address,medium,Second line of the principal-office address. Maps to the same canonical key as Text3; synth/fill must split the address string across the two widget lines.
Text5,0,text,THIRD: The date of its organization is,entity.formation_date_in_home_jurisdiction,high,Date the LLP was organized in its home jurisdiction (not the date of Maine registration).
Text6,0,text,FOURTH: A brief statement of the nature of the limited liability partnership's business:,entity.business_purpose,high,Description of the LLP's business activities (free-form). Single-line widget.
Text7,1,text,DATED ___,filing.date_signed,high,Signing date.
Text8,1,text,*By ___ (signature of a partner) / (type or print name and capacity),filing.signer.printed_name_and_capacity,high,Combined name+capacity widget — Shape D per filing-signer-shape convention. (signature) line is wet-ink only with no AcroForm widget.
Name of entity,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,2,text,Name of entity(s) on the submitted filings [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,2,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
Check Box15,2,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
Check Box16,2,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'.
Total fees enclosed,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees.
Name of contact person,2,text,(Name of contact person),filing.contact.name,high,Contact name.
Daytime telephone number,2,text,(Daytime telephone number),filing.contact.phone,high,Contact phone.
Contact email address for this filing,2,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,2,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,2,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,2,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,2,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,2,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
